name_hotel,address,latitude,longitude,avg_rating,state_name,city_name,cat_name,sentimiento,url
Fish Camp Lodge,"FISH CAMP LODGE, 275 BRADFORD WAY, RIDGEDALE, MO 65739",36.5213452,-93.2561071,5.0,Missouri,Ridgedale,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87cefd1f6204cbc1:0xa4d6e7a797f19a05?authuser=-1&hl=en&gl=us
McKenzie Inn,"MCKENZIE INN, 15220 HIGHLAND DR, MCKENZIE, TN 38201",36.123048,-88.517574,2.4,Tennessee,Mckenzie,Inn,-1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x887bed00060f6b41:0x78964f1337632d3a?authuser=-1&hl=en&gl=us
Kaibab Forest Unofficial Campsites,"KAIBAB FOREST UNOFFICIAL CAMPSITES, FOREST RD 225, ARIZONA",36.7279987,-112.1728218,4.8,Arizona,Coconino County,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87349739ea7af6db:0xf3474c999f10492b?authuser=-1&hl=en&gl=us
Alaska's Kenai Jim's Lodge & Guide Service,"ALASKA'S KENAI JIM'S LODGE & GUIDE SERVICE, 33820 POLAR ST STE. NO. 2, SOLDOTNA, AK 99669",60.47119,-151.11791399999998,4.5,Alaska,Soldotna,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x56c6623030edd997:0x71ba07f6a9bd6a1b?authuser=-1&hl=en&gl=us
Hotel orlando,"HOTEL ORLANDO, 2500 33RD ST, ORLANDO, FL 32839",28.5077606,-81.4163775,3.0,Florida,Orlando,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77beff23437ad:0x8154cfc2a9cdf8ea?authuser=-1&hl=en&gl=us
Atma Hotel Group,"ATMA HOTEL GROUP, 6110 FALCONBRIDGE RD #200, CHAPEL HILL, NC 27517",35.9097455,-78.9869722,5.0,North Carolina,Chapel Hill,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ace8685c32b5ab:0x47a50741cf552683?authuser=-1&hl=en&gl=us
Tip Top Cottage,"TIP TOP COTTAGE, 1229 TIP TOP RD, BEATTYVILLE, KY 41311",37.6090317,-83.669365,5.0,Kentucky,Beattyville,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8843659b298a0cc3:0x838d6c3aadfb8e81?authuser=-1&hl=en&gl=us
Bitter Lake,"BITTER LAKE, ROSWELL, NM 88201",33.5613573,-104.3863663,4.4,New Mexico,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86e27bf0bf929d57:0xda8e709ddd3971ac?authuser=-1&hl=en&gl=us
Carnes Camp,"CARNES CAMP, 191 STARR LN, BROWNWOOD, TX 76801",31.8072537,-99.0676994,4.8,Texas,Brownwood,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8650cfab8661cebd:0xf1a0dc10d90f148f?authuser=-1&hl=en&gl=us
Greater Raleigh Convention and Visitors Bureau,"GREATER RALEIGH CONVENTION AND VISITORS BUREAU, 421 FAYETTEVILLE ST STE 1505, RALEIGH, NC 27601",35.7743363,-78.63876549999999,4.6,North Carolina,Raleigh,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ac5f73c5d2929f:0x1a89905f32b57c26?authuser=-1&hl=en&gl=us
Timber Creek Lodge,"TIMBER CREEK LODGE, 1654 TIMBER CIR, MCCALL, ID 83638",44.920033,-116.075434,4.4,Idaho,Mccall,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54a667387560111f:0x82fa078d096898f8?authuser=-1&hl=en&gl=us
"Norwich Hospitality, LLC","NORWICH HOSPITALITY, LLC, 275 OTROBANDO AVE, NORWICH, CT 06360",41.554733,-72.1161759,4.2,Connecticut,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e671b899f0d387:0x939837cd3ae50ebf?authuser=-1&hl=en&gl=us
Matthews Manor Bed & Breakfast,"MATTHEWS MANOR BED & BREAKFAST, 1726 SPRING STONE DR, MATTHEWS, NC 28105",35.0962292,-80.7252097,4.1,North Carolina,Matthews,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8854269e972aba93:0xb8a087b603dc286f?authuser=-1&hl=en&gl=us
Classics Golf At Lely Resort,"CLASSICS GOLF AT LELY RESORT, 7989 GRAND LELY DR, NAPLES, FL 34113",26.091237,-81.69773099999999,4.5,Florida,Naples,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae356b6bcdef1:0xfa70596c0c375116?authuser=-1&hl=en&gl=us
Tool Shed Corner B & B,"TOOL SHED CORNER B & B, 1420 HALL CHURCH RD, MAKANDA, IL 62958",37.5304955,-89.1133141,4.2,Illinois,Makanda,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x887769ea98d848c7:0x84e7acd8b61c1a95?authuser=-1&hl=en&gl=us
Cottonwood Coral Camp,"COTTONWOOD CORAL CAMP, COUNCIL, ID 83612",44.8862317,-116.6414558,5.0,Idaho,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54a42b5f2e1f03e3:0x712f04a8ce64af07?authuser=-1&hl=en&gl=us
Cavalier Motel,"CAVALIER MOTEL, 1009 CHESTNUT ST, CARLIN, NV 89822",40.7179342,-116.1062604,2.5,Nevada,Carlin,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80a5df66939f0e77:0xe791cfb898e24de7?authuser=-1&hl=en&gl=us
Colonial Motel,"COLONIAL MOTEL, 609 MAIN ST, CARLIN, NV 89822",40.712211,-116.108409,2.5,Nevada,Carlin,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80a5df68ee867179:0x140e43c3ea9400d9?authuser=-1&hl=en&gl=us
Fire Island Pines Summer Rental,"FIRE ISLAND PINES SUMMER RENTAL, 145 OCEAN WALK, SAYVILLE, NY 11782",40.6631463,-73.0717267,4.6,New York,Sayville,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e84ab31242ab65:0x8090532dbdfb39e6?authuser=-1&hl=en&gl=us
Nothing New Lodging,"NOTHING NEW LODGING, 214 MAIN ST, WAITSBURG, WA 99361",46.2700559,-118.155345,3.0,Washington,Waitsburg,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54a2052ccaba696b:0xd9cebac8bdd67414?authuser=-1&hl=en&gl=us
Asturia Townhomes,"ASTURIA TOWNHOMES, HEARTH DR, ODESSA, FL 33556",28.1927394,-82.5660247,4.0,Florida,Odessa,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c297ab36a5813b:0xac4e59cfb1bcc7d0?authuser=-1&hl=en&gl=us
Fairfield Inn Pittsburgh Cranberry Township,"FAIRFIELD INN PITTSBURGH CRANBERRY TOWNSHIP, 30 ST FRANCIS WAY, CRANBERRY TWP, PA 16066",40.6812012,-80.09924529999999,3.6,Pennsylvania,Cranberry Twp,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883462a79f247085:0x2cc11cf321c5e32d?authuser=-1&hl=en&gl=us
ELABORADORA DE DULCES COCULAN,"ELABORADORA DE DULCES COCULAN, 22190 RAMONA AVE, NUEVO, CA 92567",33.798215899999995,-117.147322,3.7,California,Nuevo,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db6075743f3d4f:0x7725ea0d6ddf5bf5?authuser=-1&hl=en&gl=us
Viva La Vida Vacation House Rental,"VIVA LA VIDA VACATION HOUSE RENTAL, 72 3RD AVE W, LAVA HOT SPRINGS, ID 83246",42.618554,-112.0160186,4.9,Idaho,Lava Hot Springs,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8755718e20f0582b:0xa3ef4b13bcc33203?authuser=-1&hl=en&gl=us
The Parrot House,"THE PARROT HOUSE, 310 N 3RD ST, HANNIBAL, MO 63401",39.7113013,-91.3581632,5.0,Missouri,Hannibal,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87dde61a27046ad9:0x854604b38ccd2381?authuser=-1&hl=en&gl=us
IdleAir,"IDLEAIR, 10403 INTERSTATE 10E #A, BAYTOWN, TX 77520",29.823481,-94.895945,3.5,Texas,Baytown,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x863f5b32f9badfa5:0x60bb706a88ceb8cf?authuser=-1&hl=en&gl=us
Barracks building 787,"BARRACKS BUILDING 787, SAN DIEGO, CA 92118",32.6975972,-117.1874985,3.5,California,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80deacbacfd87449:0x582e1cac8fee4678?authuser=-1&hl=en&gl=us
Lafayette Loeb House,"LAFAYETTE LOEB HOUSE, 708 CINCINNATI ST, LAFAYETTE, IN 47901",40.4230048,-86.8890213,5.0,Indiana,Lafayette,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88131d52b96cead9:0x8d8306db6c209562?authuser=-1&hl=en&gl=us
Pigeon Creek Bed and Breakfast,"PIGEON CREEK BED AND BREAKFAST, 315 SCHAPPELL RD, HAMBURG, PA 19526",40.5356559,-75.94717399999999,4.6,Pennsylvania,Hamburg,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c5dbab4b5156cf:0x2d9d97b0078c4bff?authuser=-1&hl=en&gl=us
The Pied Piper: The Musician's B&B,"THE PIED PIPER: THE MUSICIAN'S B&B, 48 S 1ST W ST, PARIS, ID 83261",42.2256051,-111.4045693,4.3,Idaho,Paris,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87543740f3534547:0xe5d8ba6dac4410eb?authuser=-1&hl=en&gl=us
Simple Reward Inn,"SIMPLE REWARD INN, 1900 W PICACHO AVE, LAS CRUCES, NM 88005",32.3121424,-106.8067463,4.2,New Mexico,Las Cruces,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86de3d93c05f82d9:0xdb5afcc1275521f2?authuser=-1&hl=en&gl=us
Little John Yurt (approximate),"LITTLE JOHN YURT (APPROXIMATE), RED RIVER, NM 87558",36.6992887,-105.3655423,4.0,New Mexico,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87173e43e6ff300f:0xbbbfcae054f0c323?authuser=-1&hl=en&gl=us
Deluxe Hotel central and western skys,"DELUXE HOTEL CENTRAL AND WESTERN SKYS, DELUXE HOTEL, CENTRAL AVE SE, ALBUQUERQUE, NM 87123",35.0696797,-106.505575,2.0,New Mexico,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8718a0f22bac8867:0xe181e150e7e8c987?authuser=-1&hl=en&gl=us
Super 8 Anchorage,"SUPER 8 ANCHORAGE, 3501 MINNESOTA DR, ANCHORAGE, AK 99503",61.1884147,-149.9119007,3.2,Alaska,Anchorage,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x56c897e78249ee7b:0x59f68f645c44e900?authuser=-1&hl=en&gl=us
Days Inn by Wyndham Perrysburg,"DAYS INN BY WYNDHAM PERRYSBURG, 10667B FREMONT PIKE, PERRYSBURG, OH 43551",41.5475761,-83.5997093,1.0,Ohio,Perrysburg,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883c77f9055ae263:0x4adb9a2defe4df8?authuser=-1&hl=en&gl=us
Creative Homes Luxury,"CREATIVE HOMES LUXURY, 3802 137TH ST, LUBBOCK, TX 79423",33.469927,-101.8958706,4.2,Texas,Lubbock,Hotel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe73ced018c665:0x869614ca793d729e?authuser=-1&hl=en&gl=us
Cazadores Restaurant & Motel,"CAZADORES RESTAURANT & MOTEL, CONVERSE, TX 78109",29.4601713,-98.3153126,3.9,Texas,,Motel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865cf27338c2ece3:0x31e110ebe26b5880?authuser=-1&hl=en&gl=us
Skyland Inn,"SKYLAND INN, DURHAM, NC 27705",36.0360348,-79.00544959999999,3.2,North Carolina,,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ace0bd4003a297:0x6c504ac643440450?authuser=-1&hl=en&gl=us
GO Sonoma Wine Country Lodging,"GO SONOMA WINE COUNTRY LODGING, 544 VENEZIA WAY, CLOVERDALE, CA 95425",38.814217,-123.028546,4.0,California,Cloverdale,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8083ff094de836d3:0xf0ed2d0411dbe06d?authuser=-1&hl=en&gl=us
Quality Inn Executive Center,"QUALITY INN EXECUTIVE CENTER, 540 N PLEASANTBURG DR, GREENVILLE, SC 29607",34.8558208,-82.3563025,2.3,South Carolina,Greenville,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88582e452db96cbf:0xf26b01d4e13b6397?authuser=-1&hl=en&gl=us
Sims Gold Nugget Lodge,"SIMS GOLD NUGGET LODGE, 22 WIMPY MILL RD, DAHLONEGA, GA 30533",34.5350763,-83.9841857,3.7,Georgia,Dahlonega,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885f66286f757559:0xbb65468d62374a82?authuser=-1&hl=en&gl=us
Kings camps,"KINGS CAMPS, 3 DUGAL RD #26, TUPPER LAKE, NY 12986",44.2287262,-74.4061193,4.1,New York,Tupper Lake,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4ccb157911638205:0x3746d6202e8d79a7?authuser=-1&hl=en&gl=us
Old Lard's Barn Bed & Breakfast,"OLD LARD'S BARN BED & BREAKFAST, 1075 COMINS RD, REDFIELD, NY 13437",43.5328413,-75.7438039,4.9,New York,Redfield,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d8550dfb03884d:0x84710df4585d3f18?authuser=-1&hl=en&gl=us
56 Fox Hollow,"56 FOX HOLLOW, MENDON, VT 05701",43.6670748,-72.8478023,4.7,Vermont,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0294200d0915f:0x624a33974145f7f9?authuser=-1&hl=en&gl=us
Good Company,"GOOD COMPANY, 129 E CRESTVIEW DR, LAFOLLETTE, TN 37766",36.3706283,-84.0400695,4.6,Tennessee,Lafollette,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885c5bde43c78c47:0x3c0b28bc18a64aaa?authuser=-1&hl=en&gl=us
miniStays,"MINISTAYS, 18519 CO RD 5, BERTHOUD, CO 80513",40.2702227,-105.0187811,5.0,Colorado,Berthoud,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c019eb8517953:0x6fefea616a8ad82b?authuser=-1&hl=en&gl=us
Marriot Victoria,"MARRIOT VICTORIA, 7800 N NAVARRO ST, VICTORIA, TX 77904",28.8684599,-96.9939256,4.4,Texas,Victoria,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86425df6f0e5731d:0xfa22a7948eb2e912?authuser=-1&hl=en&gl=us
Rodeway Inn & Suites,"RODEWAY INN & SUITES, 3327 N, DEL MAR AVE, ROSEMEAD, CA 91770",34.068798699999995,-118.0997263,3.3,California,,Inn,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2daa5ef026a15:0x9f27c7447029663?authuser=-1&hl=en&gl=us
Coal Ridge Cabin,"COAL RIDGE CABIN, 10366 NW LAWTON RD, COLUMBUS, KS 66725",37.2218353,-95.0228058,5.0,Kansas,Columbus,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c7ffbebb509d49:0x2c93f21d393c663a?authuser=-1&hl=en&gl=us
Endless Sunset,"ENDLESS SUNSET, 129 LPJ PL DR, HENRICO, NC 27842",36.5221759,-77.8594694,5.0,North Carolina,Henrico,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ae078584e95c39:0xfede59ff3e36fb9f?authuser=-1&hl=en&gl=us
Naples North,"NAPLES NORTH, 321 LAKESIDE DR, LITTLETON, NC 27850",36.5007111,-77.9535403,5.0,North Carolina,Littleton,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ade350328e27bd:0x12cf24229cacc46e?authuser=-1&hl=en&gl=us
Bills Place,"BILLS PLACE, 136 6TH AVE N, TWIN FALLS, ID 83301",42.55999,-114.4659211,3.0,Idaho,Twin Falls,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54aca3a56091ce5f:0x3bf5f1eb7a781233?authuser=-1&hl=en&gl=us
Country House Motel,"COUNTRY HOUSE MOTEL, 3723 ANTIQUE CT, HARRISON, AR 72601",36.2777,-93.154566,4.0,Arkansas,Harrison,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87cef443110705df:0xeed975ff8338f925?authuser=-1&hl=en&gl=us
Concourse Village Special,"CONCOURSE VILLAGE SPECIAL, 800 CONCOURSE VILLAGE W, BRONX, NY 10451",40.825151,-73.92232539999999,3.6,New York,Bronx,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f5cd33fd4595:0x4e3f39f2c1c874f2?authuser=-1&hl=en&gl=us
Red Horse Inn,"RED HORSE INN, 217 S MAIN ST, NEVADA, MO 64772",37.8370089,-94.3578547,5.0,Missouri,Nevada,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c654f50a45f11b:0x84cdbf8c856d1f5f?authuser=-1&hl=en&gl=us
Fowler Hilliard Hut,"FOWLER HILLIARD HUT, RESOLUTION MOUNTAIN RD, RED CLIFF, CO 81649",39.493,-106.2898694,4.9,Colorado,Red Cliff,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876a6265d04bc28f:0xe25b8b1db5f8de71?authuser=-1&hl=en&gl=us
Berkshire Whitewater,"BERKSHIRE WHITEWATER, 66 THUNDER MOUNTAIN RD, CHARLEMONT, MA 01339",42.6209387,-72.8770955,4.8,Massachusetts,Charlemont,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0d038f3a7a893:0x59d2290cd4afd825?authuser=-1&hl=en&gl=us
Yellow Dock Point,"YELLOW DOCK POINT, 4353 RIVER LINE GROVE, COLORADO SPRINGS, CO 80911",38.76862,-104.742411,4.0,Colorado,Colorado Springs,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87134172c35e4db9:0x870e9ac7b0698e5f?authuser=-1&hl=en&gl=us
La Quinta Inn Bristol,"LA QUINTA INN BRISTOL, 1014 OLD AIRPORT RD, BRISTOL, VA 24201",36.6277019,-82.1228393,3.5,Virginia,Bristol,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885073f3429cf997:0x2cb23335aa1089d9?authuser=-1&hl=en&gl=us
Bachelorette House,"BACHELORETTE HOUSE, 2339 BIENVILLE ST, NEW ORLEANS, LA 70119",29.9650367,-90.0822897,4.2,Louisiana,New Orleans,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8620a5faf0d07b11:0xda131598afc71c8b?authuser=-1&hl=en&gl=us
Quartzsite Yacht Club Motel and RV Park,"QUARTZSITE YACHT CLUB MOTEL AND RV PARK, 1070 W MAIN ST, QUARTZSITE, AZ 85346",33.663032,-114.234982,4.8,Arizona,Quartzsite,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d1595c28e1b2c1:0xe0c2edaa642604ed?authuser=-1&hl=en&gl=us
MaryDan Cabin,"MARYDAN CABIN, BOB'S RD, MT PLEASANT, UT 84647",39.4875064,-111.3937757,4.7,Utah,Mt Pleasant,Hotel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x874c13ef3bbf8339:0x38124b4d04d55eda?authuser=-1&hl=en&gl=us
Midtowner Motel,"MIDTOWNER MOTEL, 833 E MALONE AVE, SIKESTON, MO 63801",36.88012,-89.5756361,2.6,Missouri,Sikeston,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8878466e52bd0e0d:0xeeedf33e82b86059?authuser=-1&hl=en&gl=us
Actual Entrance to Lundy Creek Lodge,"ACTUAL ENTRANCE TO LUNDY CREEK LODGE, WHITE PLAINS, GA 30678",33.4156003,-83.0498875,4.5,Georgia,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f6e500990a3e89:0x51aab161aff00e28?authuser=-1&hl=en&gl=us
Chisholm Trail Inn,"CHISHOLM TRAIL INN, 315 W 8TH ST, WELLINGTON, KS 67152",37.2678902,-97.4016427,4.5,Kansas,Wellington,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87ba97a5e8802f45:0x80b455707bbf48bf?authuser=-1&hl=en&gl=us
CD Champion Hotels Inc,"CD CHAMPION HOTELS INC, 1144 HESTER RD, MEMPHIS, TN 38116",35.010667999999995,-90.025803,5.0,Tennessee,Memphis,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87d562ef288a98e3:0x3c6c7019c45c078b?authuser=-1&hl=en&gl=us
Wildcat Ridge,"WILDCAT RIDGE, 6350 WILDCAT LN, YORK, PA 17406",40.050718,-76.596805,5.0,Pennsylvania,York,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c89bcc6d782699:0x67132ff601d093d?authuser=-1&hl=en&gl=us
Roduner's Rooster Resort,"RODUNER'S ROOSTER RESORT, 36241 225 TH ST, MILLER, SD 57362",44.12076,-99.0275135,5.0,South Dakota,Miller,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87875aeb0f3964df:0xd3ca937748a104f1?authuser=-1&hl=en&gl=us
Bad River Buck & Birds,"BAD RIVER BUCK & BIRDS, 27619 HERMANN RANCH, DRAPER, SD 57531",44.042975,-100.593584,4.0,South Dakota,Draper,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87802cd087ecdc07:0xd66da8b3704281b?authuser=-1&hl=en&gl=us
Intercourse PA Lodging,"INTERCOURSE PA LODGING, 2927 OLD PHILADELPHIA PIKE, BIRD IN HAND, PA 17505",40.0388655,-76.1591882,5.0,Pennsylvania,Bird In Hand,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c63949668334ed:0x91a9d417abf5edbb?authuser=-1&hl=en&gl=us
Chase Field Training Complex,"CHASE FIELD TRAINING COMPLEX, CONSTITUTION ST, BEEVILLE, TX 78102",28.3777752,-97.6630936,4.0,Texas,Beeville,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8668039ae19b740b:0xca8e92e91a5d21aa?authuser=-1&hl=en&gl=us
Legacy Beach Resort,"LEGACY BEACH RESORT, 580 S BEAR LAKE BLVD, GARDEN CITY, UT 84028",41.9359464,-111.3935068,4.5,Utah,Garden City,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87541317a3e4f849:0x8884c3e0e28bcf09?authuser=-1&hl=en&gl=us
Rivers Edge B&B and Wedding Venue,"RIVERS EDGE B&B AND WEDDING VENUE, 17910 CROOKED MILE RD, GRANITE FALLS, WA 98252",48.0798377,-121.9888,4.6,Washington,Granite Falls,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54854d31e81210f7:0x18582de60d73deb7?authuser=-1&hl=en&gl=us
Dirtyface Lodge,"DIRTYFACE LODGE, 16705 BROWN RD, LEAVENWORTH, WA 98826",47.8351771,-120.7756324,5.0,Washington,Leavenworth,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x549055ef99cf3077:0xacbd4e19b5c08e9a?authuser=-1&hl=en&gl=us
The Prescott Hotel,"THE PRESCOTT HOTEL, 545 POST ST, SAN FRANCISCO, CA 94102",37.7877115,-122.4107515,3.7,California,San Francisco,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085808e6845c44f:0x28c84b2f68d4775a?authuser=-1&hl=en&gl=us
Hotel Parisi La Jolla,"HOTEL PARISI LA JOLLA, 1111 PROSPECT ST #104, LA JOLLA, CA 92037",32.848107,-117.273267,5.0,California,La Jolla,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc03fb8646d903:0xf557206e24625098?authuser=-1&hl=en&gl=us
French Creek Cabin 1,"FRENCH CREEK CABIN 1, ELVERSON, PA 19520",40.1984005,-75.7974669,4.5,Pennsylvania,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c66382fd38f207:0x2fbe201d0116bcbc?authuser=-1&hl=en&gl=us
Cedar Shore Cabins,"CEDAR SHORE CABINS, 112 ALBERMARLE BLVD, ROSCOMMON, MI 48653",44.5027089,-84.7735364,5.0,Michigan,Roscommon,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x882024ab366d05a7:0x7235029dcb0649c6?authuser=-1&hl=en&gl=us
breakers hotel,"BREAKERS HOTEL, 301 LAMBERTON DR, WEST PALM BEACH, FL 33401",26.7161287,-80.0850516,4.6,Florida,West Palm Beach,Hotel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d610efcfffff:0x48747dcf3fa8edbc?authuser=-1&hl=en&gl=us
Theta Alpha Fraternity House,"THETA ALPHA FRATERNITY HOUSE, 2413 MARTIN LUTHER KING JR BLVD, DALLAS, TX 75215",32.7656528,-96.7728814,4.8,Texas,Dallas,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e997f32d22d4b:0xc39d334740a6d2a0?authuser=-1&hl=en&gl=us
Lake City Landings,"LAKE CITY LANDINGS, 212 SOUTH MAIN ST, LAKE CITY, MI 49651",44.3326546,-85.21514239999999,5.0,Michigan,Lake City,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x881f9f29aeaf77bb:0xb7147a44a30b1f15?authuser=-1&hl=en&gl=us
Aurora Outfitters NW,"AURORA OUTFITTERS NW, BEND, OR 97701",43.9164959,-120.8950534,5.0,Oregon,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54b8e52ffdc10529:0x6a49a6fc77c1182d?authuser=-1&hl=en&gl=us
Maple Meadows Inn,"MAPLE MEADOWS INN, 101 GOODMAN RD SUITE 3, POINT ROBERTS, WA 98281",48.9982532,-123.0379228,5.0,Washington,Point Roberts,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5485e61ec9bf05d9:0x8082ee71c6c78650?authuser=-1&hl=en&gl=us
Crestwood RV Park,"CRESTWOOD RV PARK, 179 CRESTWOOD RD, AVINGER, TX 75630",32.7915148,-94.5540499,5.0,Texas,Avinger,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86366596af3972b1:0x5e609c2cfa28a30a?authuser=-1&hl=en&gl=us
Point Breeze Motel,"POINT BREEZE MOTEL, 2111 FALSE RIVER DR, NEW ROADS, LA 70760",30.6831476,-91.4590146,4.0,Louisiana,New Roads,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x862439f13fcb45eb:0xed7ff93ed1e9216?authuser=-1&hl=en&gl=us
The Bridge Inn,"THE BRIDGE INN, 2668 MONTAUK HWY, BRIDGEHAMPTON, NY 11932",40.939336,-72.2954513,4.3,New York,Bridgehampton,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e8bdd9e2c52043:0xf5af532e0f3cf620?authuser=-1&hl=en&gl=us
Hotel Attica,"HOTEL ATTICA, 126 N PERRY ST, ATTICA, IN 47918",40.2951207,-87.2482759,3.3,Indiana,Attica,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8812956ceb6dc45f:0xbb801167ece14cfd?authuser=-1&hl=en&gl=us
Tank's Place,"TANK'S PLACE, 801 E SOUTH ST, FREDERICK, MD 21701",39.4078638,-77.3963902,3.8,Maryland,Frederick,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c9db535df1f211:0xf9b96ea36506942b?authuser=-1&hl=en&gl=us
